CNPJ,Razao_Social,Trimestre,Ano,ValorDespesas,RegistroANS,Modalidade,UF,CNPJ_Valido,Nome_Valido,Valor_Valido
44945962000199,SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS,1,2025,1008771.89,344915,Filantropia,SP,True,True,True
33719485000127,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL,1,2025,1821923779.06,346659,Autogestão,DF,True,True,True
01387625000110,DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.,1,2025,71064789.46,349682,Medicina de Grupo,RS,True,True,True
01052203000194,CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO,1,2025,2540263.96,347825,Autogestão,RJ,True,True,True
42043067000153,UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO,1,2025,30302387.0,346209,Cooperativa Médica,BA,True,True,True
45399961000159,UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO,1,2025,262978468.78,348295,Cooperativa Médica,SP,True,True,True
00338763000147,PLENA SAÚDE S.A.,1,2025,55073479.63,348830,Medicina de Grupo,SP,True,True,True
71925531000133,UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO,1,2025,11836322.2,347108,Cooperativa Médica,SP,True,True,True
56384183000140,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO,1,2025,26362019.42,347655,Filantropia,SP,True,True,True
26185199000163,UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA,1,2025,4738924.19,344451,Cooperativa odontológica,MG,True,True,True
59849182000112,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,1,2025,14961508.1,345091,Filantropia,SP,True,True,True
01554266000149,UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO,1,2025,21599507.87,348244,Cooperativa Médica,SC,True,True,True
65422339000121,UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO,1,2025,54264277.3,345598,Cooperativa Médica,SP,True,True,True
54012406000113,UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO,1,2025,67637898.84,348082,Cooperativa Médica,SP,True,True,True
96509690000188,SÃO LUCAS SAÚDE S/A,1,2025,48340989.73,344362,Medicina de Grupo,SP,True,True,True
08237810000178,UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE,1,2025,4458242.11,345318,Cooperativa odontológica,RN,True,True,True
65732836000126,UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO,1,2025,13843328.11,345776,Cooperativa Médica,SP,True,True,True
00628107000189,FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA,1,2025,339345947.14,346926,Autogestão,DF,True,True,True
26368613000170,UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA,1,2025,9167721.04,347736,Cooperativa Médica,MG,True,True,True
77781706000162,UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO,1,2025,78313550.58,349712,Cooperativa Médica,PR,True,True,True
17845504000105,UNIMED VARGINHA COOPERATIVA DE TRABALHO MÉDICO,1,2025,35761778.94,344729,Cooperativa Médica,MG,True,True,True
58837188000107,UNIMED SALTO/ITU - COOPERATIVA MÉDICA,1,2025,69841949.11,346276,Cooperativa Médica,SP,True,True,True
00697509000135,UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO,1,2025,48951221.72,347507,Cooperativa Médica,RO,True,True,True
11214624000128,UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO,1,2025,352427564.39,344885,Cooperativa Médica,PE,True,True,True
42889436000123,UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,1,2025,11090679.98,348261,Cooperativa Médica,MG,True,True,True
62550256000120,NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.,1,2025,218357384.43,348520,Medicina de Grupo,CE,True,True,True
49792664000120,SUL DO PARÁ LTDA,1,2025,4823111.7,423718,Medicina de Grupo,PA,True,True,True
42785902000120,INFINITY SAÚDE SUPLEMENTAR LTDA,1,2025,182561.22,423564,Medicina de Grupo,MT,True,True,True
54557861000102,BLUZZ SAÚDE S/A,1,2025,240338.68,424170,Medicina de Grupo,ES,True,True,True
51212821000122,SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA,1,2025,5582.14,423815,Medicina de Grupo,MG,True,True,True
49955478000164,AURORA SAÚDE LTDA,1,2025,3307898.92,423629,Medicina de Grupo,MG,True,True,True
29754208000188,VALE PLANOS DE SAÚDE LTDA,1,2025,609816.24,424048,Medicina de Grupo,PE,True,True,True
47325263000134,"ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE",1,2025,848570.21,423432,Autogestão,PE,True,True,True
49481538000154,SAUDIA ASSISTENCIA MÉDICA LTDA,1,2025,252458.74,423645,Medicina de Grupo,MG,True,True,True
50876139000171,NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA,1,2025,22232223.09,423661,Medicina de Grupo,RJ,True,True,True
53249803000140,ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA,1,2025,125920.19,423912,Medicina de Grupo,SP,True,True,True
49754083000101,EVO SAUDE ASSISTENCIA MEDICA LTDA,1,2025,1940.05,423700,Medicina de Grupo,DF,True,True,True
43079723000130,TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA,1,2025,2745276.81,423548,Medicina de Grupo,MG,True,True,True
01402285000150,DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.,1,2025,894511.87,300730,Odontologia de Grupo,PB,True,True,True
07649106000160,UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA,1,2025,16312706.45,303178,Cooperativa Médica,CE,True,True,True
02687852000124,UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO,1,2025,9999084.13,303844,Cooperativa Médica,SP,True,True,True
42940528000190,UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.,1,2025,21327551.93,304344,Cooperativa Médica,MG,True,True,True
00103956000119,UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1,2025,28729013.43,300136,Cooperativa Médica,RS,True,True,True
58119199000151,ODONTOPREV S/A,1,2025,164878813.67,301949,Odontologia de Grupo,SP,True,True,True
37436920000167,UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO,1,2025,29450789.28,304468,Cooperativa Médica,MT,True,True,True
78420783000150,UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO,1,2025,22751546.13,305227,Cooperativa Médica,PR,True,True,True
35617257000171,CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO,1,2025,9249631.6,302627,Autogestão,PE,True,True,True
75055772000120,UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS,1,2025,748372943.59,304701,Cooperativa Médica,PR,True,True,True
20168589000149,PRONTOMED PLANOS DE SAÚDE LTDA,1,2025,13746674.5,301728,Medicina de Grupo,MG,True,True,True
50368034000101,UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO,1,2025,12214557.38,304123,Cooperativa Médica,SP,True,True,True
62638374000194,CENTRO TRASMONTANO DE SAO PAULO,1,2025,192029482.97,303623,Medicina de Grupo,SP,True,True,True
56727134000163,UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MÉDICO,1,2025,103538271.68,303267,Cooperativa Médica,SP,True,True,True
04201372000137,UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO,1,2025,376347317.08,303976,Cooperativa Médica,PA,True,True,True
00299149000113,ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS,1,2025,9584541.37,306754,Autogestão,GO,True,True,True
17689407000170,UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MÉDICO LTDA,1,2025,128408414.77,306886,Cooperativa Médica,MG,True,True,True
37313475000148,UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO,1,2025,34555131.88,309907,Cooperativa Médica,TO,True,True,True
49210966000142,UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO,1,2025,84920061.47,311847,Cooperativa Médica,SP,True,True,True
26629238000174,UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.,1,2025,36898177.25,312347,Cooperativa Médica,GO,True,True,True
33546979000157,UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA,1,2025,23403090.78,305472,Cooperativa Médica,GO,True,True,True
72547623000190,SANTA CASA DE MISERICÓRDIA DE TUPÃ,1,2025,2400976.28,306045,Filantropia,SP,True,True,True
17146846000137,PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA,1,2025,5737112.64,310239,Medicina de Grupo,SP,True,True,True
02752923000125,PROASA SAÚDE,1,2025,47082680.13,310522,Medicina de Grupo,DF,True,True,True
89870547000151,UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1,2025,50162582.39,311375,Cooperativa Médica,RS,True,True,True
80525652000189,UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI ,1,2025,8909998.65,308811,Cooperativa Médica,PR,True,True,True
31925548000176,GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA,1,2025,502737234.24,309222,Medicina de Grupo,RJ,True,True,True
73809352000166,FUNDAÇÃO SAÚDE ITAÚ,1,2025,523884337.14,312126,Autogestão,MG,True,True,True
40223893000159,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,1,2025,3106742.67,310981,Odontologia de Grupo,SP,True,True,True
81715716000177,UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO ,1,2025,37615752.31,306100,Cooperativa Médica,PR,True,True,True
02322043000119,UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO,1,2025,41616243.03,306762,Cooperativa Médica,SP,True,True,True
51427540000197,UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO,1,2025,40847753.3,311294,Cooperativa Médica,SP,True,True,True
31432792000105,UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS,1,2025,1185440919.63,312363,Cooperativa Médica,RJ,True,True,True
87300448000109,UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA.,1,2025,135438392.8,306398,Cooperativa Médica,RS,True,True,True
02315431000172,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANCO DO ESTADO DO RIO GRANDE DO SUL,1,2025,60966577.25,307319,Autogestão,RS,True,True,True
29167970000168,"ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO",1,2025,3091834.96,309028,Medicina de Grupo,RJ,True,True,True
40187311000126,GOCARE PLANOS DE SAUDE LTDA,1,2025,23867702.76,422681,Medicina de Grupo,SP,True,True,True
45981176000100,ANAFE SAUDE,1,2025,13661040.54,423319,Autogestão,GO,True,True,True
32421708000102,BEST SENIOR OPERADORA DE SAÚDE LTDA,1,2025,13248066.98,421766,Medicina de Grupo,ES,True,True,True
36186642000174,PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA,1,2025,868650.49,422355,Odontologia de Grupo,MG,True,True,True
29117294000118,PLANO SIGMA SAÚDE LTDA,1,2025,376454.29,423408,Medicina de Grupo,SP,True,True,True
34732056000152,ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA,1,2025,4131747.65,422151,Medicina de Grupo,BA,True,True,True
40038813000195,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,1,2025,506659.62,422746,Medicina de Grupo,SP,True,True,True
41248894000110,VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.,1,2025,2922346.6,422835,Medicina de Grupo,SP,True,True,True
03013779000178,ANGELI SISTEMAS DE SAUDE S.A.,1,2025,2341437.47,421871,Medicina de Grupo,PR,True,True,True
34844263000107,ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,1,2025,13257333.35,422070,Autogestão,RJ,True,True,True
44477823000188,INTEGRA ASSISTENCIA MEDICA SA,1,2025,66088065.98,423173,Medicina de Grupo,SP,True,True,True
36263502000152,CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.,1,2025,1577022.52,422304,Medicina de Grupo,RJ,True,True,True
46426569000114,UNITY SERVIÇOS INTEGRADOS DE SAÚDE LTDA.,1,2025,10834023.47,423335,Medicina de Grupo,DF,True,True,True
38272479000198,PB ASSISTENCIA MEDICA EU LTDA,1,2025,4724455.75,422584,Medicina de Grupo,BA,True,True,True
27047334000177,HEALTH-MED SISTEMA DE SAUDE LTDA,1,2025,490266.37,421723,Medicina de Grupo,RJ,True,True,True
19031941000110,SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.,1,2025,250403.13,420051,Odontologia de Grupo,SP,True,True,True
13083167000105,ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,1,2025,1046807.97,420093,Autogestão,SE,True,True,True
24645912000189,PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA,1,2025,44169153.85,420166,Medicina de Grupo,SP,True,True,True
04574626000162,CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL,1,2025,22284895.52,421341,Autogestão,MS,True,True,True
15713057000105,ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL,1,2025,16211863.08,420000,Medicina de Grupo,BA,True,True,True
25063964000100,FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL,1,2025,7271916.03,420701,Autogestão,RS,True,True,True
77893469000121,HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO,1,2025,637492.58,420930,Filantropia,PR,True,True,True
28633372000174,SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.,1,2025,10975343.38,421154,Medicina de Grupo,SP,True,True,True
31596055000130,BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,1,2025,228946.14,421561,Odontologia de Grupo,TO,True,True,True
20961779000119,ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS,1,2025,7583405.57,419958,Medicina de Grupo,SP,True,True,True
08225953000160,SANTA CASA DE MAUÁ SAÚDE,1,2025,23701189.83,421197,Medicina de Grupo,SP,True,True,True
29910807000143,RIO DOCE SAÚDE,1,2025,3616294.03,421359,Medicina de Grupo,ES,True,True,True
30724638000136,ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL,1,2025,1358108.8,421618,Medicina de Grupo,SP,True,True,True
24807514000111,ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI,1,2025,6266876.95,420786,Medicina de Grupo,SP,True,True,True
22694698000125,INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA,1,2025,2848.8,420841,Medicina de Grupo,SP,True,True,True
22709109000135,BENEFICENCIA SOCIAL BOM SAMARITANO,1,2025,757403.48,421189,Filantropia,MG,True,True,True
28953753000130,SD-M OPERADORA DE PLANOS DE SAUDE LTDA,1,2025,1120459.57,421634,Medicina de Grupo,RJ,True,True,True
31097886000167,PERSONAL CARE OPERADORA DE SAÚDE SA,1,2025,4246798.36,421707,Medicina de Grupo,SP,True,True,True
23557177000199,ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO,1,2025,2214820.09,420123,Medicina de Grupo,SP,True,True,True
28310835000167,MEDHEALTH PLANOS DE SAÚDE LTDA,1,2025,1484944.68,421367,Medicina de Grupo,PR,True,True,True
25141173000150,ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE,1,2025,713631.78,420816,Medicina de Grupo,SP,True,True,True
31763326000102,EXCELÊNCIA PLANO DE SAÚDE S/A,1,2025,225.39,421642,Medicina de Grupo,ES,True,True,True
60961422000155,"SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO",1,2025,68954286.56,420077,Autogestão,SP,True,True,True
27067508000163,ASSOCIAÇÃO SÃO LUIZ SAÚDE,1,2025,16124343.55,421006,Medicina de Grupo,SP,True,True,True
23869306000184,ASSOCIAÇÃO PADRE ALBINO SAÚDE,1,2025,21220219.27,420158,Medicina de Grupo,SP,True,True,True
19512026000147,PLAMESC PLANOS DE SAÚDE LTDA,1,2025,2536993.71,419974,Medicina de Grupo,RJ,True,True,True
23053901000147,SANTA CASA DE SAÚDE - SCS,1,2025,3855833.88,420085,Medicina de Grupo,ES,True,True,True
27452545000195,2CARE OPERADORA DE SAÚDE LTDA.,1,2025,61558843.68,421421,Medicina de Grupo,SP,True,True,True
27113113000150,S1 OPERADORA DE PLANO DE SAÚDE LTDA,1,2025,1516452.39,420981,Medicina de Grupo,DF,True,True,True
45050963000138,BEMSTAR ASSISTENCIA MEDICA LTDA,1,2025,123798.39,423181,Medicina de Grupo,BA,True,True,True
45568546000181,ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA,1,2025,129517.18,423262,Odontologia de Grupo,SP,True,True,True
34266553000102,ALICE OPERADORA LTDA.,1,2025,91207494.34,421928,Medicina de Grupo,SP,True,True,True
34907159000106,ODONT-OPERADORA ODONTOLOGICA LTDA,1,2025,1006362.67,422088,Odontologia de Grupo,SP,True,True,True
35657268000185,ASSOCIAÇÃO DE SAÚDE DO VALE,1,2025,14613755.83,422321,Medicina de Grupo,SC,True,True,True
36567721000125,SAMI ASSISTÊNCIA MÉDICA LTDA,1,2025,23026981.04,422398,Medicina de Grupo,SP,True,True,True
55990451000105,SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA,1,2025,4203471.04,422762,Filantropia,SP,True,True,True
46614535000153,AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.,1,2025,5128852.61,423351,Medicina de Grupo,RO,True,True,True
41929347000109,PRESERVE SAUDE ASSISTENCIA MEDICA LTDA,1,2025,1333585.26,422959,Medicina de Grupo,BA,True,True,True
00841848000143,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS,1,2025,1695054.63,423203,Autogestão,SP,True,True,True
29174910000172,AMHE MED ASSISTENCIA A SAUDE LTDA - EPP,1,2025,10046468.75,421731,Medicina de Grupo,SP,True,True,True
33379144000150,ÚNICA ASSISTENCIA MEDICA LTDA ,1,2025,13447817.12,421944,Medicina de Grupo,SP,True,True,True
39427632000171,ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS,1,2025,30838913.81,422631,Autogestão,RJ,True,True,True
41432461000110,TEMPO MED PLANO DE SAUDE LTDA,1,2025,13980899.16,422771,Medicina de Grupo,SC,True,True,True
34539000000186,KLINI PLANOS DE SAÚDE LTDA,1,2025,61580643.9,422029,Medicina de Grupo,RJ,True,True,True
36503186000149,LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A,1,2025,85271230.7,422339,Medicina de Grupo,RJ,True,True,True
02753398000162,SF SISTEMAS DE SAÚDE LTDA,1,2025,7059441.54,422371,Medicina de Grupo,SP,True,True,True
39149389000177,LIVRI OPERADORA DE PLANO DE SAÚDE LTDA,1,2025,20145.68,422479,Medicina de Grupo,SP,True,True,True
37020290000145,TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE,1,2025,5750070.56,422827,Medicina de Grupo,ES,True,True,True
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,1,2025,15225102.2,360414,Cooperativa Médica,RJ,True,True,True
00361325000108,HUMANA SAÚDE NORDESTE LTDA. ,1,2025,241599986.26,357511,Medicina de Grupo,PI,True,True,True
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,1,2025,13069639.11,358053,Medicina de Grupo,GO,True,True,True
00891689000191,UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,1,2025,4243315.52,358436,Cooperativa odontológica,GO,True,True,True
16991945000152,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,1,2025,38608164.19,359289,Cooperativa Médica,MG,True,True,True
96182068000108,UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO,1,2025,7882867.65,354619,Cooperativa Médica,SP,True,True,True
81064511000179,UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO,1,2025,22777829.02,358096,Cooperativa Médica,PR,True,True,True
71063853000110,UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,1,2025,14803024.07,356581,Cooperativa Médica,MG,True,True,True
42855999000109,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,1,2025,9210445.24,359033,Cooperativa Médica,MG,True,True,True
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,1,2025,69895466.5,360244,Medicina de Grupo,SP,True,True,True
43293604000186,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,1,2025,205749484.27,355097,Medicina de Grupo,SP,True,True,True
41687179000184,UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,1,2025,12203787.16,355593,Cooperativa Médica,MG,True,True,True
01608379000180,UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,1,2025,33901106.0,357138,Cooperativa Médica,SP,True,True,True
19969500000164,DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,1,2025,4861766.63,357669,Autogestão,MG,True,True,True
04204285000133,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF,1,2025,15150464.97,358754,Autogestão,PA,True,True,True
44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,1,2025,555479030.68,359661,Medicina de Grupo,SP,True,True,True
45309606000141,UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES,1,2025,82022598.47,354783,Cooperativa Médica,SP,True,True,True
58229691000180,UNIMED DE SANTOS COOP DE TRAB MEDICO,1,2025,203235488.18,355721,Cooperativa Médica,SP,True,True,True
88258884000120,UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,1,2025,98987030.79,356417,Cooperativa Médica,RS,True,True,True
27578434000120,UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO,1,2025,456988550.14,357391,Cooperativa Médica,ES,True,True,True
81733115000197,UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO ,1,2025,11539294.63,354627,Cooperativa Médica,PR,True,True,True
53678264000165,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,1,2025,60416859.41,358088,Cooperativa Médica,SP,True,True,True
80297161000128,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,1,2025,9339469.38,358282,Cooperativa Médica,PR,True,True,True
63367700000139,CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS,1,2025,24715870.98,359122,Autogestão,CE,True,True,True
75054940000162,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,1,2025,82005527.72,355151,Autogestão,PR,True,True,True
87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,1,2025,47107424.96,357260,Cooperativa Médica,RS,True,True,True
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO ,1,2025,9581090.21,357715,Cooperativa Médica,GO,True,True,True
87638334000173,UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,1,2025,21151030.95,357022,Cooperativa Médica,RS,True,True,True
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,1,2025,1541897.63,358339,Cooperativa odontológica,GO,True,True,True
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,1,2025,59002483.44,359777,Cooperativa Médica,MT,True,True,True
76590884000143,UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.,1,2025,142581327.02,355691,Cooperativa Médica,SC,True,True,True
07583396000196,UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA,1,2025,34643329.44,356123,Cooperativa Médica,CE,True,True,True
44649812000138,NOTRE DAME INTERMÉDICA SAÚDE S.A.,1,2025,2324392955.22,359017,Medicina de Grupo,SP,True,True,True
86584901000193,UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,1,2025,3975337.69,354678,Cooperativa Médica,MG,True,True,True
42946061000196,UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO,1,2025,7485617.16,354996,Cooperativa Médica,MG,True,True,True
79831608000118,SIM - CAIXA DE ASSISTÊNCIA À SAÚDE,1,2025,30663429.02,356476,Autogestão,SC,True,True,True
45207131000182,UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,1,2025,16955857.7,355577,Cooperativa Médica,SP,True,True,True
92911056000116,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,1,2025,456873.43,382639,Autogestão,RS,True,True,True
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,1,2025,89408933.66,380661,Autogestão,SP,True,True,True
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,1,2025,21675260.11,368920,Autogestão,MG,True,True,True
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,1,2025,39431119.43,369411,Cooperativa Médica,SP,True,True,True
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,1,2025,189073136.2,371254,Cooperativa Médica,PR,True,True,True
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,1,2025,50080008.11,379280,Medicina de Grupo,SP,True,True,True
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,1,2025,15362307.3,378216,Autogestão,MG,True,True,True
17333055000116,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,1,2025,1538227.54,370568,Cooperativa odontológica,MG,True,True,True
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,1,2025,1280323.88,370711,Cooperativa odontológica,ES,True,True,True
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,1,2025,48096257.97,371106,Cooperativa Médica,PR,True,True,True
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,1,2025,19208762.86,372561,Cooperativa Médica,SC,True,True,True
02149799000108,UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,1,2025,1422381.65,382655,Cooperativa odontológica,SP,True,True,True
17790718000121,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,1,2025,178455739.89,384577,Cooperativa Médica,MG,True,True,True
